customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-06325,Female,0,No,Yes,44,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,100.79,4395.86,No
CUST-06326,Male,0,No,No,47,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,26.37,1192.98,No
CUST-06327,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),71.52,4849.7,Yes
CUST-06328,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.21,3888.33,No
CUST-06329,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.98,673.2,No
CUST-06330,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.16,6607.45,Yes
CUST-06331,Male,0,No,No,34,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.07,2249.74,No
CUST-06332,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,111.02,755.25,No
CUST-06333,Female,0,No,No,3,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),47.15,172.44,No
CUST-06334,Female,0,No,No,56,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.89,2672.68,Yes
CUST-06335,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.17,2640.42,No
CUST-06336,Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,116.28,4171.85,No
CUST-06337,Female,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.77,3108.63,Yes
CUST-06338,Female,0,No,No,56,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),59.29,3346.67,No
CUST-06339,Female,0,No,No,4,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),22.32,98.33,No
CUST-06340,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,72.78,1856.85,Yes
CUST-06341,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),67.05,829.13,No
CUST-06342,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),95.07,5292.43,Yes
CUST-06343,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),55.74,2366.76,Yes
CUST-06344,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.52,4220.96,Yes
CUST-06345,Male,0,No,No,17,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.44,932.86,No
CUST-06346,Female,1,Yes,No,49,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.22,2840.66,No
CUST-06347,Male,0,No,No,25,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.41,2685.74,No
CUST-06348,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),81.18,3792.5,No
CUST-06349,Female,0,Yes,No,45,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),54.01,2464.28,No
CUST-06350,Female,0,Yes,No,32,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,92.02,2953.54,No
CUST-06351,Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),90.81,1958.13,No
CUST-06352,Male,0,Yes,No,21,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.6,1750.82,No
CUST-06353,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,91.05,5006.19,Yes
CUST-06354,Female,0,Yes,Yes,33,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.3,2749.87,Yes
CUST-06355,Female,0,No,No,36,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76.46,2721.2,No
CUST-06356,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.19,2996.74,No
CUST-06357,Female,0,Yes,No,55,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,24.24,1302.63,Yes
CUST-06358,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),57.42,739.52,No
CUST-06359,Female,0,No,Yes,37,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),91.25,3410.16,No
CUST-06360,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.37,897.57,No
CUST-06361,Female,0,No,No,35,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,92.81,3255.45,No
CUST-06362,Female,0,No,Yes,21,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.77,2025.18,No
CUST-06363,Female,0,No,No,70,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),56.16,3937.76,No
CUST-06364,Female,0,Yes,No,43,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.91,4728.76,No
CUST-06365,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),78.03,2798.57,No
CUST-06366,Female,0,Yes,No,54,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.65,1630.48,Yes
CUST-06367,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),80.63,2042.81,No
CUST-06368,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),45.29,2990.88,No
CUST-06369,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.88,4224.34,Yes
CUST-06370,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.1,3623.1,No
CUST-06371,Female,0,Yes,No,61,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),72.94,4416.84,No
CUST-06372,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.46,1054.72,Yes
CUST-06373,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,71.22,4046.38,No
CUST-06374,Male,0,No,No,2,Yes,Yes,No,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,84.41,218.53,No
CUST-06375,Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.08,6418.83,Yes
CUST-06376,Female,0,Yes,No,38,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,95.73,3598.94,No
CUST-06377,Male,0,Yes,No,34,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.39,818.66,Yes
CUST-06378,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.98,1266.73,No
CUST-06379,Female,0,No,No,7,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,46.84,296.76,No
CUST-06380,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),54.59,1462.17,No
CUST-06381,Male,1,Yes,Yes,34,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,38.79,1315.59,No
CUST-06382,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),87.39,1875.42,No
CUST-06383,Male,0,Yes,Yes,3,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,22.47,72.37,No
CUST-06384,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.01,2919.1,Yes
CUST-06385,Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),65.38,3116.68,No
CUST-06386,Male,0,Yes,No,57,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),18.31,1047.31,No
CUST-06387,Female,0,Yes,No,53,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),43.14,2278.48,No
CUST-06388,Female,0,Yes,No,38,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),39.08,1487.09,No
CUST-06389,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),101.12,1128.05,No
CUST-06390,Female,0,No,No,67,Yes,No,No,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),48.46,3253.47,No
CUST-06391,Male,1,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,49.43,3403.81,No
CUST-06392,Female,0,No,No,15,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.41,694.63,Yes
CUST-06393,Male,1,No,Yes,6,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,32.79,159.53,Yes
CUST-06394,Female,0,No,No,65,Yes,Yes,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),50.54,3244.26,No
CUST-06395,Female,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),28.48,1301.37,No
CUST-06396,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,104.47,7035.04,No
CUST-06397,Female,1,No,Yes,69,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.91,5984.71,No
CUST-06398,Female,0,Yes,No,37,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,110.13,4063.39,Yes
CUST-06399,Female,0,No,No,10,No,No,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),99.13,968.73,Yes
CUST-06400,Male,1,No,No,39,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.64,1181.81,No
CUST-06401,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.04,2862.54,No
CUST-06402,Female,1,Yes,No,28,No,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),115.16,3269.96,No
CUST-06403,Male,0,No,No,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,112.53,5698.32,Yes
CUST-06404,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,116.53,8229.22,No
CUST-06405,Male,1,No,No,33,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.33,2446.64,No
CUST-06406,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.93,421.67,Yes
CUST-06407,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.98,3079.62,Yes
CUST-06408,Male,0,No,Yes,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),112.22,6409.21,No
CUST-06409,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.48,2791.46,No
CUST-06410,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.89,3821.29,No
CUST-06411,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,36.94,1403.15,No
CUST-06412,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.93,888.22,Yes
CUST-06413,Female,0,Yes,No,47,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,56.56,2669.29,Yes
CUST-06414,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),85.56,2109.19,Yes
CUST-06415,Female,0,No,No,19,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.23,771.74,Yes
CUST-06416,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.66,2021.67,No
CUST-06417,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,65.29,489.89,No
CUST-06418,Male,0,Yes,No,54,Yes,No phone service,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),94.61,5133.76,No
CUST-06419,Male,0,No,No,68,No,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),109.18,7387.49,No
CUST-06420,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),20.06,745.39,No
CUST-06421,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.93,2910.96,Yes
CUST-06422,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),35.49,784.32,No
CUST-06423,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.49,2500.08,Yes
CUST-06424,Male,0,Yes,Yes,31,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,99.32,3047.9,No
CUST-06425,Male,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),74.34,4228.07,No
CUST-06426,Female,1,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.66,5409.34,Yes
CUST-06427,Female,0,No,Yes,65,No,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),26.43,1683.89,No
CUST-06428,Male,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,106.25,2826.78,No
CUST-06429,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.29,2292.3,No
CUST-06430,Female,0,Yes,No,1,Yes,No,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.47,70.2,No
CUST-06431,Female,1,Yes,No,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,66.51,270.88,No
CUST-06432,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.91,4650.09,No
CUST-06433,Male,0,Yes,Yes,25,Yes,No,No,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,106.47,2631.98,Yes
CUST-06434,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,43.14,2842.96,No
CUST-06435,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.77,5431.15,Yes
CUST-06436,Female,0,No,Yes,12,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.82,1360.23,No
CUST-06437,Male,0,Yes,No,17,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,37.82,596.5,Yes
CUST-06438,Male,0,Yes,No,49,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),88.95,4336.05,No
CUST-06439,Female,1,No,No,54,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),88.56,4770.02,Yes
CUST-06440,Female,0,Yes,No,51,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.62,1728.02,No
CUST-06441,Female,1,Yes,No,44,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,82.35,3634.02,No
CUST-06442,Female,0,Yes,Yes,46,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),89.62,4123.14,No
CUST-06443,Male,0,No,No,40,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,76.35,3089.53,No
CUST-06444,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),31.36,992.72,No
CUST-06445,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),28.86,1177.08,No
CUST-06446,Male,0,Yes,No,25,Yes,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.47,692.11,No
CUST-06447,Female,0,No,No,14,Yes,No,No,No,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),73.84,1071.36,No
CUST-06448,Female,1,No,No,7,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.46,443.11,No
CUST-06449,Female,0,Yes,No,21,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,52.65,1154.89,No
CUST-06450,Female,0,Yes,No,18,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.14,1468.2,No
CUST-06451,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),60.67,862.58,Yes
CUST-06452,Female,0,No,No,32,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),30.57,931.01,No
CUST-06453,Male,0,Yes,No,1,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),76.76,54.78,Yes
CUST-06454,Female,0,Yes,No,24,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,82.64,2032.94,No
CUST-06455,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),112.71,7892.98,No
CUST-06456,Male,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),23.13,1473.64,No
CUST-06457,Male,1,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.35,277.37,Yes
CUST-06458,Male,0,Yes,Yes,67,No,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.92,6129.64,Yes
CUST-06459,Female,1,Yes,Yes,57,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27.92,1579.58,Yes
CUST-06460,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),19.27,13.07,Yes
CUST-06461,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.65,4762.42,No
CUST-06462,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,609.5,Yes
CUST-06463,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,117.89,1200.49,No
CUST-06464,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,115.77,4006.45,No
CUST-06465,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),115.58,1172.53,Yes
CUST-06466,Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.57,4014.56,Yes
CUST-06467,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,52.06,1633.51,Yes
CUST-06468,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,90.13,1380.32,No
CUST-06469,Female,0,No,No,64,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.38,4041.93,No
CUST-06470,Female,0,No,No,21,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Mailed check,103.98,2136.76,No
CUST-06471,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,73.19,1568.46,No
CUST-06472,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.01,1629.52,Yes
CUST-06473,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,107.14,2603.28,No
CUST-06474,Male,0,Yes,No,32,No,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,57.29,1859.02,No
CUST-06475,Male,0,Yes,No,40,No,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,97.92,3902.37,No
CUST-06476,Male,0,No,No,12,Yes,No,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,97.18,1215.2,No
CUST-06477,Female,1,Yes,Yes,23,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.43,2687.88,Yes
CUST-06478,Male,0,Yes,Yes,67,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,37.67,2488.62,No
CUST-06479,Male,0,Yes,Yes,21,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,85.16,1809.59,Yes
CUST-06480,Female,0,Yes,No,43,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),72.1,3055.68,No
CUST-06481,Female,0,No,No,38,Yes,Yes,No,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,32.14,1259.11,No
CUST-06482,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,77.52,590.94,No
CUST-06483,Male,0,No,Yes,37,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.9,3547.19,No
CUST-06484,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.46,1766.45,No
CUST-06485,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.84,1146.71,No
CUST-06486,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),89.0,4762.48,No
CUST-06487,Male,0,Yes,No,67,No,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,106.8,7134.38,No
CUST-06488,Male,0,Yes,Yes,24,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),97.4,2361.04,No
CUST-06489,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.21,1288.0,Yes
CUST-06490,Male,0,No,No,65,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,116.15,7580.35,Yes
CUST-06491,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.29,5925.13,No
CUST-06492,Male,1,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),88.89,4474.99,No
CUST-06493,Female,0,No,No,72,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,118.32,8474.26,Yes
CUST-06494,Male,1,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,87.61,587.13,Yes
CUST-06495,Male,1,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),54.36,3698.79,No
CUST-06496,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,64.26,2984.22,No
CUST-06497,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),51.56,1036.67,No
CUST-06498,Male,1,Yes,No,58,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),75.29,4358.24,No
CUST-06499,Female,0,Yes,No,43,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,19.93,827.1,No
